,행정동,LA,LO,아파트,count_cust,age_avg,완속최소설치개수,완속설치개수,부족개수,매매(억),세대수,총주차대수
220,동백1동,37.2849938,127.1608913,백현마을서해그랑블,3903.98,8.801230584,9.0,11,0.0,5.5,482.0,530
221,동백1동,37.28350558,127.1648107,백현마을경남아너스빌,4913.307,7.306319528,12.0,6,6.0,5.0,600.0,667
222,동백1동,37.28195515,127.1633988,백현마을모아미래도,2586.034,7.907633005,5.0,0,5.0,4.9,336.0,342
223,동백1동,37.28104959,127.1620474,백현마을한라비발디,1820.411,9.565628583,6.0,4,2.0,5.7,342.0,377
224,동백1동,37.28306172,127.1608197,백현마을모아미래도,3028.783,7.795950535,21.0,8,13.0,4.7,838.0,1105
225,동백1동,37.28429353,127.1547969,호수마을계룡리슈빌,2484.75,6.838261563,11.0,0,11.0,5.9,567.0,629
226,동백1동,37.28194409,127.1547821,호수마을동보노빌리티,894.041,7.95003687,11.0,0,11.0,5.6,481.0,646
227,동백1동,37.28189587,127.1575422,호수마을서해그랑블,2571.903,7.062180559,10.0,0,10.0,5.5,536.0,594
228,동백1동,37.28078203,127.1591711,백현마을코아루아파트,2586.586,7.883966822,10.0,0,10.0,5.75,414.0,575
229,역삼동,37.23523798,127.189732,신성아파트,475.14,8.671627702,8.0,0,8.0,3.62,475.0,475
230,역삼동,37.23569641,127.1862394,용인명지대역동원로얄듀크,2692.706,9.457278645,18.0,0,18.0,5.2,842.0,959
231,역삼동,37.23401119,127.1854843,우미린센트럴파크,5905.538,7.428001165,28.0,10,18.0,6.8,1260.0,1462
232,역삼동,37.23896678,127.1976335,역북 신원아침도시,7135.708,10.13567745,8.0,4,4.0,5.3,452.0,490
233,역삼동,37.23106557,127.1824102,역북지웰푸르지오,2341.87,7.415805731,28.0,0,28.0,6.5,1259.0,1463
234,죽전1동,37.32804506,127.1127466,한신아파트,579.812,6.038845577,5.0,0,5.0,5.8,311.0,329
235,죽전1동,37.33041198,127.1150062,대지마을2차 현대홈타운,404.715,5.287117953,7.0,0,7.0,7.5,346.0,418
236,죽전1동,37.3328116,127.1167336,대지마을 중앙하이츠빌,753.048,7.728805717,11.0,2,9.0,11.0,271.0,635
237,죽전1동,37.33280246,127.1147053,대지마을 현대홈타운3차 2단지,3285.757,8.959745486,12.0,0,12.0,8.65,537.0,657
238,죽전1동,37.33439219,127.1221749,새터마을죽전힐스테이트,10226.24,7.29437806,39.0,2,37.0,7.3,1998.0,2032
239,죽전1동,37.33368375,127.1259792,내대지마을건영캐스빌,3036.115,7.761876445,39.0,2,37.0,7.6,1254.0,2035
240,죽전1동,37.33045293,127.1217676,새터마을 모아미래도,348.838,9.031861796,4.0,5,0.0,6.6,252.0,272
241,죽전1동,37.32777615,127.1317055,성현마을광명샤인빌,234.56,7.911321345,3.0,2,1.0,4.8,192.0,221
242,죽전1동,37.32972213,127.1324677,내대지마을주공아파트,455.879,10.18132966,3.0,0,3.0,7.6,225.0,227
243,죽전1동,37.33308526,127.1305957,내대지마을진흥더블파크,951.661,9.243689125,4.0,6,0.0,7.3,160.0,274
244,죽전1동,37.3303088,127.1174145,도담마을 휴먼빌 아파트,1460.99,6.046103475,4.0,5,0.0,7.8,260.0,288
245,죽전1동,37.33043567,127.1249974,용인죽전동부센트레빌,1975.798,7.38977465,10.0,4,6.0,5.6,536.0,570
246,죽전1동,37.32985541,127.1143198,죽전퍼스트하임,4435.531,7.352621886,9.0,6,3.0,6.5,480.0,509
247,죽전1동,37.33190921,127.1295606,현대아파트,3400.12,9.011524093,13.0,15,0.0,6.4,702.0,705
248,죽전1동,37.32853887,127.1123205,더 리버하임,661.736,7.844119095,5.0,4,1.0,6.6,336.0,345
249,상현1동,37.30835032,127.0738545,심곡마을 광교힐스테이트,8010.45,8.990821525,32.0,1,31.0,11.6,860.0,1679
250,상현1동,37.30546811,127.0734294,포레나 광교상현,2538.281,7.91658868,14.0,5,9.0,8.3,639.0,766
251,상현1동,37.30429354,127.0775617,상현마을 현대성우2차아파트,2972.91,10.86171199,6.0,0,6.0,7.0,198.0,386
252,상현1동,37.3045822,127.0794038,상현마을 금호베스트빌 1단지,5075.07,7.745279777,20.0,17,3.0,10.0,573.0,1058
253,상현1동,37.30297065,127.0801416,상현마을 금호베스트빌 2단지,2958.538,9.146105691,14.0,3,11.0,10.0,407.0,787
254,상현1동,37.3028319,127.0822153,상현마을 금호베스트빌 3단지,92.164,7.154632875,4.0,2,2.0,7.9,159.0,276
255,상현1동,37.30426527,127.0820378,상현마을 동일스위트,761.99,10.8862315,8.0,10,0.0,7.6,312.0,475
256,상현1동,37.30551316,127.0806036,상현마을 금호베스트빌 4단지,2981.429,10.32469773,10.0,5,5.0,8.55,224.0,563
257,상현1동,37.30693778,127.0822312,상현마을수지센트럴아이파크,2758.918,6.631704904,33.0,11,22.0,9.5,895.0,1700
258,상현1동,37.3089499,127.0838191,상현마을 성우5차아파트,3281.175,7.161531821,10.0,0,10.0,9.0,310.0,580
259,상현1동,37.30938247,127.0814893,서원마을 현대홈타운아파트,814.144,9.320469048,10.0,0,10.0,7.9,462.0,556
260,상현1동,37.30813761,127.0804393,서원마을3단지 아이파크,1666.187,7.519394271,13.0,10,3.0,8.9,438.0,709
261,상현1동,37.30678557,127.0784286,성복역금호베스트빌,4335.478,7.683092428,26.0,8,18.0,8.2,890.0,1367
262,상현1동,37.30961153,127.0793308,풍산아파트,1689.557,8.177728398,5.0,3,2.0,6.5,438.0,333
263,상현1동,37.30892971,127.0776057,상현동 벽산블루밍아파트,2317.825,7.748698892,11.0,6,5.0,7.4,631.0,645
264,상현1동,37.30705323,127.0729931,광교현대프레미오아파트,1264.325,9.493129591,12.0,1,11.0,8.8,300.0,671
265,동백3동,37.28451878,127.1496372,신동백 두산위브더제니스,472.64,8.564579011,27.0,21,6.0,7.5,1187.0,1434
266,동백2동,37.27629049,127.1548956,성산마을신영지웰,3528.269,7.576584296,18.0,20,0.0,8.5,590.0,979
267,동백1동,37.27962648,127.1550283,호수마을상록롯데캐슬,722.506,8.45444543,12.0,0,12.0,6.5,552.0,661
268,동백2동,37.27989045,127.1576779,백현마을동일하이빌,408.413,7.283392209,18.0,5,13.0,7.5,743.0,989
269,역삼동,37.2377239,127.1712767,행정타운늘푸른오스카빌,67.481,8.269135534,15.0,3,12.0,3.7,675.0,817
270,역삼동,37.23480382,127.1906731,역북마을금강아파트,64.701,8.392165208,2.0,8,0.0,4.5,150.0,151
271,역삼동,37.2352697,127.1910912,보성아파트,93.788,8.747343007,3.0,4,0.0,5.5,162.0,249
272,유림동,37.24129853,127.2140221,고림지구 양우내안애 에듀파크,538.983,8.982237494,15.0,0,15.0,6.7,737.0,813
273,풍덕천2동,37.32167342,127.0868075,신정마을성지아파트,2166.947,9.177457342,17.0,8,9.0,9.5,538.0,923
274,풍덕천2동,37.32345154,127.0900488,신정마을현대프라임아파트,1460.007,7.681500222,15.0,8,7.0,11.5,462.0,801
275,구갈동,37.28417754,127.1125415,가현마을신안아파트,382.629,8.303905332,10.0,1,9.0,8.3,364.0,599
276,신갈동,37.28185101,127.106956,갈현마을 현대홈타운,1735.95,8.611767579,10.0,2,8.0,5.8,584.0,589
277,신갈동,37.28020362,127.1101108,드림랜드아파트,667.92,9.539353246,3.0,0,3.0,5.9,299.0,220
278,구갈동,37.27452313,127.1178183,힐스테이트 기흥,1168.868,7.506011838,23.0,6,17.0,10.5,976.0,1218
279,유림동,37.26475303,127.2171275,인정프린스아파트2차,4.294,7.726693465,3.0,0,3.0,2.35,330.0,241
280,모현읍,37.3367263,127.2431059,효천마을신안인스빌,1269.587,7.86884344,19.0,10,9.0,4.0,862.0,1042
281,이동읍,37.18906694,127.2093905,동아아파트,201.026,8.017422125,1.0,0,1.0,2.27,202.0,132
282,중앙동,37.22992013,127.2114699,현대아파트,2266.533,9.424187534,8.0,0,8.0,2.8,755.0,490
283,동백3동,37.2798237,127.1488985,동원마을 동원로얄듀크아파트,1602.228,10.0095499,14.0,7,7.0,6.5,477.0,750
284,보정동,37.32004503,127.1108305,죽전누리에뜰,1229.23,7.810680331,4.0,4,0.0,9.0,200.0,268
285,상하동,37.25547044,127.1424438,인정프린스아파트,1967.73,7.587059574,3.0,3,0.0,2.6,367.0,238
286,영덕2동,37.26475781,127.0966154,용인기흥효성해링턴플레이스,947.339,8.368902981,38.0,35,3.0,6.7,1679.0,1972
287,영덕2동,37.26807072,127.0948225,청현마을신일아파트,2415.263,8.551254342,17.0,0,17.0,3.97,901.0,919
288,영덕1동,37.26871315,127.0758924,영통 빌리지,324.852,9.54205599,8.0,6,2.0,6.9,472.0,475
289,마북동,37.29321368,127.1154479,삼성래미안2차아파트,29.816,8.032840183,28.0,31,0.0,8.1,1219.0,1494
290,마북동,37.29399609,127.1134151,용화마을 태영데시앙아파트,481.463,8.805375526,6.0,3,3.0,7.8,321.0,388
291,중앙동,37.2274942,127.2097624,구미마을 삼라 마이다스빌,16.51,5.455663234,2.0,0,2.0,3.2,159.0,161
292,상하동,37.26094112,127.1373172,지석마을 진흥더루벤스,1494.312,7.639504464,17.0,5,12.0,12.0,525.5,890
293,풍덕천2동,37.31982544,127.0919245,용인수지 신정마을9단지,4617.74,7.905279337,15.0,2,13.0,6.7,812.0,814
294,풍덕천2동,37.31819695,127.0905332,신정마을8단지현대성우아파트,6312.712,7.891559317,24.0,0,24.0,7.2,1239.0,1296
295,풍덕천2동,37.31538799,127.0830378,정자뜰마을 태영 데시앙1차 아파트,4552.355,9.307561594,12.0,0,12.0,9.5,648.0,661
296,풍덕천2동,37.31435076,127.0824054,정자뜰마을태영데시앙2차아파트,1083.248,9.89418187,3.0,0,3.0,9.5,249.0,249
297,풍덕천2동,37.31475304,127.0938507,수지진산마을푸르지오,2643.792,7.55195453,9.0,0,9.0,10.5,438.0,525
298,풍덕천2동,37.31565961,127.0850006,e편한세상 수지,5686.602,8.427183028,26.0,0,26.0,11.0,1237.0,1388
299,풍덕천2동,37.31631363,127.0875475,이스턴팰리스,607.529,9.86329566,9.0,0,9.0,11.0,174.0,501
300,풍덕천2동,37.31716301,127.086735,수지 에듀파크,1909.793,8.732164418,4.0,1,3.0,6.8,279.0,283
301,풍덕천1동,37.32362003,127.0937013,한국아파트,1584.066,7.225450256,5.0,0,5.0,9.5,416.0,316
302,신봉동,37.32631092,127.07808,신봉마을엘지자이1차아파트,12230.156,8.962285244,61.0,30,31.0,7.4,1990.0,3106
303,신봉동,37.32455808,127.0812312,서홍마을 한일아파트,1296.586,5.633544865,5.0,2,3.0,6.9,296.0,303
304,신봉동,37.32412417,127.0829541,서홍마을 벽산블루밍,1303.285,9.330640954,3.0,5,0.0,6.8,246.0,248
305,신봉동,37.32327949,127.0813003,서홍마을한화꿈에그린아파트,2648.326,8.662531467,7.0,2,5.0,6.9,404.0,407
306,신봉동,37.32039773,127.0818096,서홍마을효성화운트빌아파트,3860.027,9.149290459,7.0,0,7.0,7.5,388.0,403
307,신봉동,37.32003138,127.0808059,서홍마을우남퍼스트빌아파트,2016.469,9.443553931,15.0,10,5.0,6.5,962.0,841
308,신봉동,37.32892881,127.0745194,신봉마을자이2차아파트,6013.476,8.103378864,50.0,51,0.0,8.7,1626.0,2589
309,신봉동,37.32097825,127.078513,신봉마을 자이3차,1795.038,8.431826033,7.0,0,7.0,8.0,401.0,442
310,신봉동,37.33101002,127.0667524,신봉마을 동부센트레빌 5단지,1770.465,6.948787014,17.0,16,1.0,9.8,490.0,904
311,신봉동,37.32831839,127.0699252,신봉마을 용인신봉 센트레빌 1단지,1079.43,7.872732455,4.0,5,0.0,9.4,298.0,267
312,신봉동,37.32769458,127.0710383,광교산자이,1501.266,9.474129775,10.0,12,0.0,8.7,445.0,581
313,신봉동,37.32818779,127.0674197,신봉동 동도센트리움,180.754,5.367021552,3.0,6,0.0,7.45,184.0,202
314,신봉동,37.32885561,127.0652831,신봉마을 동일하이빌4단지,3212.402,9.426480075,23.0,19,4.0,9.6,636.0,1219
315,신봉동,37.32625169,127.0659965,신봉마을동일하이빌3단지,4085.368,8.807676675,21.0,11,10.0,9.0,594.0,1138
316,신봉동,37.32587015,127.0683733,신봉마을 동일하이빌 2단지,2613.146,9.240250171,7.0,4,3.0,9.55,232.0,434
317,신봉동,37.33522742,127.0562828,광교산 한양수자인 더킨포크,458.291,8.020193601,5.0,2,3.0,6.3,294.0,345
318,신봉동,37.32815329,127.074947,웰스톤시티,1067.58,9.518851609,3.0,0,3.0,1.1,265.0,201
319,죽전1동,37.32852853,127.1165372,도담마을 롯데캐슬,598.772,7.286158644,5.0,3,2.0,8.5,231.0,316
320,죽전1동,37.32563733,127.1165195,도담마을 현대홈타운4차 1단지,532.445,8.403232011,10.0,3,7.0,8.4,351.0,591
321,죽전1동,37.3269619,127.1221393,성현마을반도유보라,3570.628,8.749047714,20.0,21,0.0,8.3,637.0,1087
322,죽전1동,37.32598616,127.1196187,도담마을 우미이노스빌,2591.184,7.262084129,7.0,1,6.0,6.05,418.0,424
323,죽전1동,37.32516562,127.1190065,도담마을 한양수자인,1225.873,10.03576967,5.0,2,3.0,6.0,332.0,347
324,죽전1동,37.32428019,127.1161976,꽃메마을 현대홈타운,5068.077,10.26487256,4.0,3,1.0,7.5,254.0,266
325,죽전1동,37.32499624,127.1129023,도담마을주공8단지아파트,3747.044,8.08976541,11.0,0,11.0,5.85,643.0,641
326,죽전1동,37.32332941,127.1194931,꽃메마을 한라프로방스,2680.654,7.332766048,5.0,3,2.0,8.0,195.0,343
327,죽전1동,37.32394492,127.1206793,꽃메마을아이파크,1837.746,10.07094936,11.0,5,6.0,8.1,374.0,621
328,죽전1동,37.32260053,127.121301,꽃메마을극동스타클래스,786.915,8.811608891,5.0,3,2.0,7.7,196.0,334
329,죽전1동,37.32499816,127.1233894,공동주택,1067.831,7.800315481,9.0,0,9.0,6.35,538.0,538
330,죽전1동,37.32474248,127.1145256,도담마을7단지뜨리에체아파트,1565.578,8.620814267,7.0,5,2.0,6.5,430.0,430
331,죽전1동,37.32754956,127.1135467,죽전역 솔하임,4.409,6.0,2.0,0,2.0,3.5,234.0,170
332,죽전1동,37.32759336,127.1162494,도담마을죽전파크빌,3335.318,7.841076016,7.0,0,7.0,5.85,561.0,440
333,죽전2동,37.33722172,127.1061489,창죽마을 벽산첼시빌아파트,705.22,7.714634895,6.0,4,2.0,13.5,179.0,364
334,죽전2동,37.33048911,127.1105017,동성1차아파트,3667.98,10.1197433,12.0,2,10.0,6.1,684.0,683
335,죽전2동,37.33667677,127.1059664,벽산타운1단지,2598.937,8.364662917,9.0,11,0.0,7.65,612.0,508
336,죽전2동,37.33561185,127.1060159,용인수지벽산타운2단지,1991.302,7.585891112,11.0,0,11.0,7.5,684.0,601
337,죽전2동,37.33228173,127.1102453,죽전 아이뷰,1066.083,8.503877509,8.0,10,0.0,7.2,432.0,471
338,죽전2동,37.33444582,127.1052263,블루밍벽산4단지아파트,1274.392,9.586306748,9.0,6,3.0,7.55,465.0,519
339,동천동,37.34161311,127.1002245,용인수지2차풍림아파트,3335.543,10.41684393,4.0,3,1.0,5.9,271.0,273
340,동천동,37.34229782,127.0998963,행림마을진로아파트,834.026,5.660571114,4.0,2,2.0,6.5,269.0,272
341,동천동,37.33821923,127.0936349,동문굿모닝힐3차아파트,2076.516,10.41071294,4.0,0,4.0,7.0,181.0,265
342,동천동,37.33984784,127.098971,동천마을현대홈타운아파트,1782.834,8.611387104,8.0,2,6.0,10.55,466.0,472
343,동천동,37.3387118,127.0959632,동천마을현대2차홈타운,11195.784,8.846659388,21.0,4,17.0,8.72,1128.0,1126
344,동천동,37.33695166,127.0938543,수진마을써니벨리아파트,2822.188,8.045490109,14.0,0,14.0,8.7,627.0,750
345,동천동,37.33562723,127.0947285,수진마을 우미 이노스빌,1014.141,8.666033107,7.0,0,7.0,7.8,396.0,400
346,동천동,37.33562733,127.0966383,수진마을신명스카이뷰,513.566,9.515897021,4.0,3,1.0,8.3,262.0,262
347,동천동,37.34235002,127.1012022,원천마을 푸르지오아파트,1850.948,8.984324021,2.0,1,1.0,7.9,190.0,191
348,동천동,37.34217334,127.0985652,보뜨랑마을벽산블루밍아파트,182.674,7.009495059,2.0,2,0.0,7.1,182.0,192
349,동천동,37.33983239,127.0974079,동문굿모닝힐6차아파트,301.995,7.435225995,7.0,2,5.0,11.0,220.0,425
350,동천동,37.34120622,127.0972395,동문굿모닝힐5차아파트,6004.286,8.185434315,28.0,13,15.0,8.7,1334.0,1473
351,동천동,37.33571558,127.0852575,한빛마을 래미안 이스트팰리스 4단지,874.217,8.517517819,26.0,20,6.0,14.5,620.0,1352
352,동천동,37.33168089,127.0901807,동천파크자이,997.139,8.07781048,8.0,15,0.0,8.0,388.0,475
353,동천동,37.33647647,127.0880108,한빛마을 래미안 이스트팰리스 1단지,2425.655,7.212550968,17.0,9,8.0,13.5,460.0,948
354,동천동,37.33393647,127.0887239,한빛마을 래미안 이스트팰리스 3단지,1595.997,9.297466602,31.0,12,19.0,11.65,885.0,1607
355,동천동,37.33646537,127.0901481,한빛마을 래미안 이스트팰리스 2단지,1705.112,9.362836055,14.0,7,7.0,13.5,428.0,787
356,동천동,37.33927675,127.0928187,동문그린빌아파트,692.572,7.521264965,3.0,4,0.0,6.55,227.0,227
357,상현1동,37.30085406,127.0758223,광교마을46단지 광교스타클래스,938.757,8.295832561,6.0,2,4.0,11.25,220.0,392
358,상현1동,37.29780484,127.0644989,광교마을45단지,4104.091,7.624212836,20.0,2,18.0,10.6,672.0,1081
359,상현1동,37.29757888,127.0670551,광교경남아너스빌,3836.103,8.459449719,19.0,2,17.0,11.3,700.0,1022
360,상현1동,37.29683417,127.0716621,광교상록자이아파트,2963.183,7.110972641,27.0,10,17.0,13.5,1035.0,1410
361,상현1동,37.30158539,127.07373,광교상현마을현대아파트,3947.532,7.065824579,11.0,6,5.0,8.15,498.0,621
362,상현1동,37.30013498,127.0778999,광교상떼빌파크뷰,4909.941,9.349714739,34.0,19,15.0,7.6,968.0,1760
363,상현1동,37.30075112,127.0737969,광교마을46단지 광교스타클래스,178.195,12.57301797,5.0,3,2.0,13.6,168.0,323
364,상현1동,37.30314827,127.0771799,광교쌍용포레듀엔A,1332.402,8.128552164,15.0,10,5.0,8.2,421.0,820
365,상현2동,37.31294502,127.0905349,용인수지 동도 센트리움,157.419,10.71406882,2.0,0,2.0,4.2,168.0,168
366,상현2동,37.30285687,127.0844721,레이크포레 아파트,835.213,8.592715639,4.0,2,2.0,8.5,235.0,268
367,상현2동,37.30800006,127.0888021,더샵수지포레,137.706,7.896215444,10.0,16,0.0,10.5,479.0,597
368,상현2동,37.30627884,127.0882577,만현마을쌍용1차아파트,5433.348,8.423338565,26.0,1,25.0,7.2,992.0,1353
369,상현2동,37.30476676,127.0847619,상현마을현대성우아파트,1399.022,7.928854285,14.0,0,14.0,6.8,470.0,788
370,상현2동,37.30727614,127.0872147,만현마을 쌍용아파트,2454.625,7.36409741,12.0,0,12.0,8.0,375.0,677
371,상현2동,37.30399397,127.0834952,상현마을 현대성우3차아파트,3003.697,9.935791501,12.0,5,7.0,9.0,336.0,653
372,상현2동,37.31104241,127.0855856,성복역 아이파크,915.328,9.415869842,13.0,6,7.0,7.7,584.0,703
373,상현2동,37.3087577,127.0866921,만현마을5단지아이파크아파트,2682.17,9.007623127,16.0,7,9.0,8.5,528.0,889
374,상현2동,37.31197605,127.0897261,만현마을롯데캐슬아파트,2347.435,8.102990518,30.0,4,26.0,7.9,992.0,1562
375,상현2동,37.30527621,127.0874559,만현마을8단지두산위브아파트,4246.602,9.276535964,24.0,9,15.0,9.5,556.0,1281
376,상현2동,37.30963871,127.0900708,만현마을성원상떼빌아파트,5761.546,8.197177138,12.0,5,7.0,7.8,554.0,681
377,상현2동,37.30424406,127.0898729,만현마을9단지엘지자이아파트,10040.95,7.851898698,27.0,0,27.0,7.5,1034.0,1406
378,성복동,37.31820975,127.0730238,성동마을 엘지빌리지3차,10503.261,9.731963436,59.0,0,59.0,9.7,1234.0,3018
379,성복동,37.31735055,127.0759875,성동마을 엘지빌리지1차,9194.457,8.903754157,64.0,5,59.0,13.9,1164.0,3277
380,성복동,37.31519209,127.0730667,성복역 KCC스위첸,1243.733,13.67858616,3.0,4,0.0,9.0,188.0,212
381,성복동,37.31469451,127.0661478,성남마을벽산첼시빌2차아파트,5995.994,8.349979558,39.0,20,19.0,8.05,951.0,2029
382,성복동,37.31920802,127.0700958,성동마을 엘지빌리지 6차,4243.201,8.532664407,40.0,20,20.0,10.5,956.0,2064
383,풍덕천2동,37.31782709,127.0986498,진산마을삼성래미안5차아파트,3101.258,8.005402981,51.0,5,46.0,12.0,1828.0,2644
384,풍덕천2동,37.31547318,127.0958049,진산마을삼성래미안7차아파트,113.519,7.705461384,24.0,0,24.0,14.8,501.0,1280
385,신봉동,37.32558588,127.0753537,신봉마을 엘지빌리지5차,717.114,8.886058763,22.5,9,13.5,8.675,544.0,1217
386,죽전1동,37.3217969,127.1142689,꽃메마을한라신영프로방스,1046.907,7.794410382,12.0,2,10.0,11.5,388.0,661
387,죽전2동,37.32905314,127.1098999,현암마을동성2차아파트,1335.614,7.601063946,16.0,0,16.0,7.5,838.0,883
388,죽전2동,37.33227637,127.111181,인현마을힐스테이트7차아파트,1855.516,8.55707534,2.0,0,2.0,8.15,178.0,188
389,죽전2동,37.33413991,127.1122637,현인마을 이-편한세상,2414.655,9.600644416,3.5,0,3.5,9.35,222.5,245
390,죽전2동,37.33479839,127.1070771,블루밍벽산3단지아파트,2661.156,7.49914176,6.0,0,6.0,7.3,425.0,355
391,동천동,37.33695467,127.0966653,수진마을2단지,2190.128,8.498300178,9.0,4,5.0,12.0,344.0,549
392,동천동,37.3324092,127.0925391,더샵 동천이스트포레,577.018,8.405538546,23.0,18,5.0,9.1,980.0,1226
393,상현2동,37.30174913,127.0768257,광교쌍용포레듀엔B,673.124,8.051651974,7.5,0,7.5,8.2,283.0,443
394,상현2동,37.31396463,127.0922927,진산마을성원상떼빌아파트,62.099,8.625065853,33.0,18,15.0,6.0,1744.0,1741
